,dpdp_id_1,dpdp_id_2,University,AcademicUnit,NameRaw,AcademicRank,HD,HDSchool,HDYear,NoPPubGrad,FirstPPubYearRel,TotalPPub,TotalYearPhD,TotalPPubYearEnd,YearAvgPPubStartGrad,YearAvgPPubEndPhD,TotalWorkingPaper,TotalWorkInProgress,TotalOtherPub,TotalBook,Notes,Rank_HDSchool_2005,Rank_HDSchool_Cand_2005,Rank_HDSchool_Score_2005,Rank_HDSchool_2024,Rank_HDSchool_Cand_2024,Rank_HDSchool_Score_2024,RepecRank,RankSource,NameBertNer,NameSpacyNer,FacNameCleanNER,NerNameBool,title_parsed,first_parsed,middle_parsed,last_parsed,suffix_parsed,nickname_parsed,Gender,GenderBinary,__name,asian,hispanic,nh_black,nh_white,race,RaceBinary
117,119,119,University de Montreal,Economics,Max Antoine LESELLIER,Assistant Professor,PhD,Toulouse,2023.0,0.0,,0.0,5.0,2024.0,0.0,0,4.0,3.0,,,,29.0,Université des Sciences Sociales Toulouse I,90.0,16.0,Toulouse School of Economics (TSE),90.0,16.0,closest_use_2024,"['Max Antoine LESELLIEESELLIER', [{'entity': 'B-PER', 'score': 0.99630237, 'index': 1, 'word': 'Max', 'start': 0, 'end': 3}, {'entity': 'I-PER', 'score': 0.9974038, 'index': 2, 'word': 'Antoine', 'start': 4, 'end': 11}, {'entity': 'I-PER', 'score': 0.99663335, 'index': 3, 'word': 'L', 'start': 12, 'end': 13}, {'entity': 'I-PER', 'score': 0.95887184, 'index': 4, 'word': '##ES', 'start': 13, 'end': 15}, {'entity': 'I-PER', 'score': 0.54541314, 'index': 5, 'word': '##EL', 'start': 15, 'end': 17}, {'entity': 'I-PER', 'score': 0.5600224, 'index': 6, 'word': '##L', 'start': 17, 'end': 18}, {'entity': 'I-PER', 'score': 0.40645364, 'index': 7, 'word': '##IE', 'start': 18, 'end': 20}], 'Max Antoine LESELLIER']","[['Max Antoine LESELLIER', 'PERSON']]",Max Antoine LESELLIEESELLIER,False,,Max,Antoine,LESELLIEESELLIER,,,Male,0,Max Lesellieesellier,0.017038962,0.085797004,0.5576676,0.33949643,nh_black,0
118,120,120,University de Montreal,Economics,Mathieu MARCOUX,Assistant Professor,PhD,Toronto,2017.0,0.0,4.0,5.0,6.0,2024.0,0.384615385,0.714285714,,2.0,,,,52.0,University of Toronto,90.0,58.0,University of Toronto,90.0,58.0,closest_use_2024,"['Mathieu MARCOUARCOUX', [{'entity': 'B-PER', 'score': 0.9985055, 'index': 1, 'word': 'Math', 'start': 0, 'end': 4}, {'entity': 'I-PER', 'score': 0.98209184, 'index': 2, 'word': '##ieu', 'start': 4, 'end': 7}, {'entity': 'I-PER', 'score': 0.99744713, 'index': 3, 'word': 'MA', 'start': 8, 'end': 10}, {'entity': 'I-PER', 'score': 0.9429782, 'index': 4, 'word': '##RC', 'start': 10, 'end': 12}, {'entity': 'I-PER', 'score': 0.68205035, 'index': 5, 'word': '##O', 'start': 12, 'end': 13}, {'entity': 'I-PER', 'score': 0.7211622, 'index': 6, 'word': '##U', 'start': 13, 'end': 14}], 'Mathieu MARCOUX']",[],Mathieu MARCOUARCOUX,False,,Mathieu,,MARCOUARCOUX,,,Male,0,Mathieu Marcouarcoux,0.011995325,0.0028907962,0.84454983,0.14056405,nh_black,0
119,121,121,University de Montreal,Economics,Hyejin PARK,Assistant Professor,PhD,Chicago,2022.0,0.0,,0.0,4.0,2024.0,0.0,0,3.0,2.0,,,start presentation participation in PhD,13.0,University of Chicago,90.0,6.0,University of Chicago,90.0,6.0,closest_use_2024,"['', [], 'Hyejin PARK']",[],Hyejin PARK,False,,Hyejin,,PARK,,,Female,1,Hyejin Park,0.18818817,0.02716652,0.11881058,0.6658347,nh_white,1
120,122,122,University de Montreal,Economics,Laëtitia RENÉE,Assistant Professor,PhD,McGill,2022.0,1.0,0.0,2.0,8.0,2024.0,0.2,1,3.0,,,,,,,,160.0,McGill University,90.0,160.0,closest_use_2024,"['', [], 'Laëtitia RENÉE']","[['Laëtitia RENÉE', 'PERSON']]",Laëtitia RENÉE,True,,Laëtitia,,RENÉE,,,Female,1,Laëtitia Renée,0.04875048,0.54193884,0.01403442,0.39527637,hispanic,0
121,123,123,University de Montreal,Economics,Guillaume SUBLET,Assistant Professor,PhD,Minnesota,2018.0,1.0,0.0,3.0,6.0,2023.0,0.272727273,0.6,,2.0,,,,28.0,University of Minnesota,90.0,107.0,University of Minnesota,90.0,107.0,closest_use_2024,"['Guillaume SUBLET', [{'entity': 'B-PER', 'score': 0.9989435, 'index': 1, 'word': 'Guillaume', 'start': 0, 'end': 9}, {'entity': 'I-PER', 'score': 0.9966821, 'index': 2, 'word': 'S', 'start': 10, 'end': 11}, {'entity': 'I-PER', 'score': 0.83463055, 'index': 4, 'word': '##BL', 'start': 12, 'end': 14}, {'entity': 'I-PER', 'score': 0.59740865, 'index': 5, 'word': '##ET', 'start': 14, 'end': 16}], 'Guillaume SUBLET']",[],Guillaume SUBLET,True,,Guillaume,,SUBLET,,,Male,0,Guillaume Sublet,0.0026437761,0.011194837,0.98513305,0.0010283384,nh_black,0
122,124,124,University de Montreal,Economics,Massimiliano AMARANTE,Associate Professor,PhD,Massachusetts Institute of Technology,1999.0,0.0,4.0,21.0,6.0,2020.0,0.777777778,1,5.0,4.0,,,,8.0,Massachusetts Institute of Technology,100.0,4.0,Massachusetts Institute of Technology (MIT),95.0,8.0,closest_use_2005,"['Massimiliano AMARANTE', [{'entity': 'B-PER', 'score': 0.9783478, 'index': 1, 'word': 'Mass', 'start': 0, 'end': 4}, {'entity': 'I-PER', 'score': 0.40344507, 'index': 2, 'word': '##im', 'start': 4, 'end': 6}, {'entity': 'I-PER', 'score': 0.91767544, 'index': 3, 'word': '##ilian', 'start': 6, 'end': 11}, {'entity': 'I-PER', 'score': 0.93739665, 'index': 4, 'word': '##o', 'start': 11, 'end': 12}, {'entity': 'I-PER', 'score': 0.99260736, 'index': 5, 'word': 'AM', 'start': 13, 'end': 15}, {'entity': 'I-PER', 'score': 0.5007814, 'index': 6, 'word': '##AR', 'start': 15, 'end': 17}, {'entity': 'I-PER', 'score': 0.5160478, 'index': 7, 'word': '##AN', 'start': 17, 'end': 19}, {'entity': 'I-PER', 'score': 0.54885644, 'index': 8, 'word': '##TE', 'start': 19, 'end': 21}], 'Massimiliano AMARANTE']",[],Massimiliano AMARANTE,True,,Massimiliano,,AMARANTE,,,Male,0,Massimiliano Amarante,0.008421551,0.32619244,0.011996516,0.6533895,nh_white,1
123,125,125,University de Montreal,Economics,Andriana BELLOU,Associate Professor,PhD,Rochester,2009.0,0.0,3.0,8.0,4.0,2024.0,0.421052632,0.533333333,3.0,5.0,,,,79.0,University of Rochester,90.0,248.0,University of Rochester,90.0,79.0,closest_use_2005,"['Andriana BELLOU', [{'entity': 'B-PER', 'score': 0.9949338, 'index': 1, 'word': 'And', 'start': 0, 'end': 3}, {'entity': 'I-PER', 'score': 0.7852167, 'index': 2, 'word': '##rian', 'start': 3, 'end': 7}, {'entity': 'I-PER', 'score': 0.8961371, 'index': 3, 'word': '##a', 'start': 7, 'end': 8}, {'entity': 'I-PER', 'score': 0.9959346, 'index': 4, 'word': 'B', 'start': 9, 'end': 10}, {'entity': 'I-PER', 'score': 0.6350072, 'index': 5, 'word': '##EL', 'start': 10, 'end': 12}, {'entity': 'I-PER', 'score': 0.5967336, 'index': 6, 'word': '##L', 'start': 12, 'end': 13}, {'entity': 'I-PER', 'score': 0.5986717, 'index': 7, 'word': '##O', 'start': 13, 'end': 14}, {'entity': 'I-PER', 'score': 0.4306795, 'index': 8, 'word': '##U', 'start': 14, 'end': 15}], 'Andriana BELLOU']",[],Andriana BELLOU,True,,Andriana,,BELLOU,,,Female,1,Andriana Bellou,0.06587996,0.4410905,0.026302855,0.46672672,nh_white,1
124,126,126,University de Montreal,Economics,Deniz DIZDAR,Associate Professor,PhD,Bonn,2013.0,1.0,-2.0,6.0,6.0,2022.0,0.4,0.666666667,2.0,1.0,,,,,,,,,,,,"['Deniz DIZIZDAR', [{'entity': 'B-PER', 'score': 0.9354079, 'index': 1, 'word': 'Den', 'start': 0, 'end': 3}, {'entity': 'I-PER', 'score': 0.5135241, 'index': 2, 'word': '##iz', 'start': 3, 'end': 5}, {'entity': 'I-PER', 'score': 0.93365437, 'index': 3, 'word': 'D', 'start': 6, 'end': 7}, {'entity': 'I-PER', 'score': 0.6654471, 'index': 4, 'word': '##I', 'start': 7, 'end': 8}, {'entity': 'I-PER', 'score': 0.35221213, 'index': 5, 'word': '##Z', 'start': 8, 'end': 9}], 'Deniz DIZDAR']",[],Deniz DIZIZDAR,False,,Deniz,,DIZIZDAR,,,Female,1,Deniz Dizizdar,0.008997777,0.8803068,0.0080114165,0.10268402,hispanic,0
125,127,127,University de Montreal,Economics,Raphaël GODEFROY,Associate Professor,PhD,Stanford,2009.0,1.0,-5.0,10.0,6.0,2024.0,0.476190476,0.666666667,3.0,,,,,9.0,Stanford University,90.0,12.0,Stanford University,90.0,9.0,closest_use_2005,"['Raphaël', [{'entity': 'B-PER', 'score': 0.9976107, 'index': 1, 'word': 'Rap', 'start': 0, 'end': 3}, {'entity': 'I-PER', 'score': 0.92246634, 'index': 2, 'word': '##ha', 'start': 3, 'end': 5}, {'entity': 'I-PER', 'score': 0.9598327, 'index': 3, 'word': '##ël', 'start': 5, 'end': 7}], 'Raphaël GODEFROY']",[],Raphaël,False,,Raphaël,,,,,Male,0,,0.18746527,0.16583079,0.2553411,0.39136288,nh_white,1
126,128,128,University de Montreal,Economics,Sean HORAN,Associate Professor,PhD,Boston,2012.0,0.0,3.0,9.0,8.0,2024.0,0.45,0.75,,6.0,,,,24.0,Boston College,90.0,28.0,Boston University,90.0,24.0,closest_use_2005,"['Sean HORORAN', [{'entity': 'B-PER', 'score': 0.99816495, 'index': 1, 'word': 'Sean', 'start': 0, 'end': 4}, {'entity': 'I-PER', 'score': 0.9974124, 'index': 2, 'word': 'H', 'start': 5, 'end': 6}, {'entity': 'I-PER', 'score': 0.6950118, 'index': 3, 'word': '##OR', 'start': 6, 'end': 8}], 'Sean HORAN']","[['Sean HORAN', 'PERSON']]",Sean HORORAN,False,,Sean,,HORORAN,,,Male,0,Sean Hororan,0.010425834,0.03758108,0.37930423,0.5726889,nh_white,1
127,129,129,University de Montreal,Economics,Nicolas KLEIN,Associate Professor,PhD,Munich,2010.0,0.0,1.0,13.0,3.0,2024.0,0.764705882,0.928571429,3.0,,,,,92.0,Munich,100.0,,,,92.0,closest_use_2005,"['Nicolas KLEIN', [{'entity': 'B-PER', 'score': 0.99826187, 'index': 1, 'word': 'Nicolas', 'start': 0, 'end': 7}, {'entity': 'I-PER', 'score': 0.99729556, 'index': 2, 'word': 'K', 'start': 8, 'end': 9}, {'entity': 'I-PER', 'score': 0.76929516, 'index': 3, 'word': '##LE', 'start': 9, 'end': 11}, {'entity': 'I-PER', 'score': 0.4261925, 'index': 4, 'word': '##IN', 'start': 11, 'end': 13}], 'Nicolas KLEIN']","[['Nicolas', 'PERSON']]",Nicolas KLEIN,True,,Nicolas,,KLEIN,,,Male,0,Nicolas Klein,0.008415322,0.0377805,0.7452367,0.20856749,nh_black,0
128,130,130,University de Montreal,Economics,Joshua LEWIS,Associate Professor,PhD,Toronto,2013.0,0.0,5.0,13.0,7.0,2024.0,0.722222222,1.181818182,3.0,,,,,52.0,University of Toronto,90.0,58.0,University of Toronto,90.0,52.0,closest_use_2005,"['Joshua LEWIS', [{'entity': 'B-PER', 'score': 0.9985222, 'index': 1, 'word': 'Joshua', 'start': 0, 'end': 6}, {'entity': 'I-PER', 'score': 0.99691737, 'index': 2, 'word': 'L', 'start': 7, 'end': 8}, {'entity': 'I-PER', 'score': 0.9557001, 'index': 3, 'word': '##E', 'start': 8, 'end': 9}, {'entity': 'I-PER', 'score': 0.719057, 'index': 4, 'word': '##WI', 'start': 9, 'end': 11}, {'entity': 'I-PER', 'score': 0.82321686, 'index': 5, 'word': '##S', 'start': 11, 'end': 12}], 'Joshua LEWIS']","[['Joshua LEWIS', 'PERSON']]",Joshua LEWIS,True,,Joshua,,LEWIS,,,Male,0,Joshua Lewis,0.06141025,0.04442564,0.4087566,0.48540747,nh_white,1
129,131,131,University de Montreal,Economics,William J. McCAUSLAND,Associate Professor,PhD,Minnesota,2002.0,0.0,5.0,12.0,6.0,2024.0,0.428571429,0.545454545,,,,,,28.0,University of Minnesota,90.0,107.0,University of Minnesota,90.0,28.0,closest_use_2005,"['', [], 'William J. McCAUSLAND']","[['William J. McCAUSLAND', 'PERSON']]",William J. McCAUSLAND,True,,William,J.,McCAUSLAND,,,Male,0,William Mccausland,0.001781601,0.0052577714,0.8231431,0.16981749,nh_black,0
130,132,132,University de Montreal,Economics,Walter BOSSERT,Full Professor,PhD,Karlsruhe,1988.0,2.0,-2.0,163.0,1.0,2024.0,4.405405405,4.527777778,,3.0,,4.0,,,,,,,,,,"['Walter BOSSERT', [{'entity': 'B-PER', 'score': 0.99822706, 'index': 1, 'word': 'Walter', 'start': 0, 'end': 6}, {'entity': 'I-PER', 'score': 0.9966529, 'index': 2, 'word': 'B', 'start': 7, 'end': 8}, {'entity': 'I-PER', 'score': 0.7862691, 'index': 3, 'word': '##OS', 'start': 8, 'end': 10}, {'entity': 'I-PER', 'score': 0.7048701, 'index': 4, 'word': '##SE', 'start': 10, 'end': 12}, {'entity': 'I-PER', 'score': 0.27906734, 'index': 5, 'word': '##RT', 'start': 12, 'end': 14}], 'Walter BOSSERT']","[['Walter BOSSERT', 'PERSON']]",Walter BOSSERT,True,,Walter,,BOSSERT,,,Male,0,Walter Bossert,0.0032046027,0.016097765,0.108618736,0.8720789,nh_white,1
131,133,133,University de Montreal,Economics,Emanuela CARDIA,Full Professor,PhD,Berkeley,,,,19.0,,,,,,,,,,10.0,Berkeley,100.0,8.0,University of California-Berkeley,90.0,9.0,both,"['Emanuela CARDIA', [{'entity': 'B-PER', 'score': 0.99322444, 'index': 1, 'word': 'Emanuel', 'start': 0, 'end': 7}, {'entity': 'I-PER', 'score': 0.9542815, 'index': 2, 'word': '##a', 'start': 7, 'end': 8}, {'entity': 'I-PER', 'score': 0.9936386, 'index': 3, 'word': 'CA', 'start': 9, 'end': 11}, {'entity': 'I-PER', 'score': 0.7225976, 'index': 4, 'word': '##RD', 'start': 11, 'end': 13}, {'entity': 'I-PER', 'score': 0.8413569, 'index': 5, 'word': '##IA', 'start': 13, 'end': 15}], 'Emanuela CARDIA']",[],Emanuela CARDIA,True,,Emanuela,,CARDIA,,,Female,1,Emanuela Cardia,0.058882896,0.5116143,0.17776293,0.25173986,hispanic,0
132,134,134,University de Montreal,Economics,Marine CARRASCO,Full Professor,PhD,Toulouse,1995.0,0.0,5.0,36.0,3.0,2024.0,1.125,1.24137931,2.0,6.0,,,,29.0,Université des Sciences Sociales Toulouse I,90.0,16.0,Toulouse School of Economics (TSE),90.0,29.0,closest_use_2005,"['', [], 'Marine CARRASCO']",[],Marine CARRASCO,False,,Marine,,CARRASCO,,,Female,1,Marine Carrasco,0.006635161,0.14467266,0.56390184,0.28479037,nh_black,0
133,135,135,University de Montreal,Economics,Lars EHLERS,Full Professor,PhD,Maastricht,2001.0,5.0,-1.0,50.0,4.0,2024.0,1.851851852,2.173913043,,,,,,,,,146.0,Maastricht University,90.0,146.0,closest_use_2024,"['Lars EHLERS', [{'entity': 'B-PER', 'score': 0.9989083, 'index': 1, 'word': 'Lars', 'start': 0, 'end': 4}, {'entity': 'I-PER', 'score': 0.99927205, 'index': 2, 'word': 'E', 'start': 5, 'end': 6}, {'entity': 'I-PER', 'score': 0.950186, 'index': 3, 'word': '##HL', 'start': 6, 'end': 8}, {'entity': 'I-PER', 'score': 0.72538126, 'index': 4, 'word': '##ER', 'start': 8, 'end': 10}, {'entity': 'I-PER', 'score': 0.7580713, 'index': 5, 'word': '##S', 'start': 10, 'end': 11}], 'Lars EHLERS']","[['Lars EHLERS', 'PERSON']]",Lars EHLERS,True,,Lars,,EHLERS,,,Male,0,Lars Ehlers,0.0029262328,0.033239994,0.2226996,0.7411341,nh_white,1
134,136,136,University de Montreal,Economics,Abraham J. HOLLANDER,Full Professor,,,,,,,,,,,,,,,,,,,,,,,,"['Abraham J. HOLLANDOLLANDER', [{'entity': 'B-PER', 'score': 0.9984427, 'index': 1, 'word': 'Abraham', 'start': 0, 'end': 7}, {'entity': 'I-PER', 'score': 0.99439704, 'index': 2, 'word': 'J', 'start': 8, 'end': 9}, {'entity': 'I-PER', 'score': 0.5117224, 'index': 3, 'word': '.', 'start': 9, 'end': 10}, {'entity': 'I-PER', 'score': 0.99800295, 'index': 4, 'word': 'H', 'start': 11, 'end': 12}, {'entity': 'I-PER', 'score': 0.6888795, 'index': 5, 'word': '##OL', 'start': 12, 'end': 14}, {'entity': 'I-PER', 'score': 0.34547675, 'index': 6, 'word': '##LA', 'start': 14, 'end': 16}, {'entity': 'I-PER', 'score': 0.33089626, 'index': 7, 'word': '##ND', 'start': 16, 'end': 18}], 'Abraham J. HOLLANDER']","[['Abraham J. HOLLANDER', 'PERSON']]",Abraham J. HOLLANDOLLANDER,False,,Abraham,J.,HOLLANDOLLANDER,,,Male,0,Abraham Hollandollander,0.021619398,0.03695646,0.57295537,0.36846882,nh_black,0
135,137,137,University de Montreal,Economics,Benoit PERRON,Full Professor,PhD,Yale,1998.0,0.0,5.0,22.0,5.0,2023.0,0.733333333,0.88,,2.0,6.0,,,14.0,Yale University,90.0,23.0,Yale University,90.0,14.0,closest_use_2005,"['', [], 'Benoit PERRON']",[],Benoit PERRON,False,,Benoit,,PERRON,,,Male,0,Benoit Perron,0.0021112903,0.008207132,0.48019636,0.5094853,nh_white,1
136,138,138,University de Montreal,Economics,Michel POITEVIN,Full Professor,PhD,University of British Columbia,1987.0,0.0,2.0,27.0,5.0,2023.0,0.710526316,0.75,,,,,,67.0,University of British Columbia,100.0,49.0,University of British Columbia,100.0,67.0,closest_use_2005,"['Michel POITEVIN', [{'entity': 'B-PER', 'score': 0.99900144, 'index': 1, 'word': 'Michel', 'start': 0, 'end': 6}, {'entity': 'I-PER', 'score': 0.99865, 'index': 2, 'word': 'P', 'start': 7, 'end': 8}, {'entity': 'I-PER', 'score': 0.78982, 'index': 3, 'word': '##O', 'start': 8, 'end': 9}, {'entity': 'I-PER', 'score': 0.9059248, 'index': 4, 'word': '##IT', 'start': 9, 'end': 11}, {'entity': 'I-PER', 'score': 0.7897213, 'index': 5, 'word': '##E', 'start': 11, 'end': 12}, {'entity': 'I-PER', 'score': 0.5582807, 'index': 6, 'word': '##VI', 'start': 12, 'end': 14}, {'entity': 'I-PER', 'score': 0.4210506, 'index': 7, 'word': '##N', 'start': 14, 'end': 15}], 'Michel POITEVIN']","[['Michel POITEVIN', 'PERSON']]",Michel POITEVIN,True,,Michel,,POITEVIN,,,Male,0,Michel Poitevin,0.0010422339,0.002450653,0.99027187,0.0062352167,nh_black,0
137,139,139,University of Windsor,Economics,Sang-Chul Suh,"Professor, Department Head",,,,,,,,,,,,,,,,,,,,,,,,"['Sang-Chul Suh', [{'entity': 'B-PER', 'score': 0.98956037, 'index': 1, 'word': 'Sang', 'start': 0, 'end': 4}, {'entity': 'I-PER', 'score': 0.74521273, 'index': 3, 'word': 'Chu', 'start': 5, 'end': 8}, {'entity': 'I-PER', 'score': 0.8649167, 'index': 4, 'word': '##l', 'start': 8, 'end': 9}, {'entity': 'I-PER', 'score': 0.9897428, 'index': 5, 'word': 'Su', 'start': 10, 'end': 12}, {'entity': 'I-PER', 'score': 0.41157782, 'index': 6, 'word': '##h', 'start': 12, 'end': 13}], 'Sang-Chul Suh']",[],Sang-Chul Suh,True,,Sang-Chul,,Suh,,,Male,0,Sang-Chul Suh,0.77923775,0.011279126,0.08887004,0.12061315,asian,0
138,140,140,University of Windsor,Economics,Marcelo Aarestrup Arbex,Professor,PhD,Illinois at Urbana-Champaign,2007.0,0.0,2.0,22.0,10.0,2024.0,,,4.0,2.0,5.0,,,105.0,Illinois at Urbana-Champaign,100.0,184.0,University of Illinois at Urbana-Champaign,90.0,105.0,closest_use_2005,"['Marcelo Aarestrup', [{'entity': 'B-PER', 'score': 0.9988158, 'index': 1, 'word': 'Marcel', 'start': 0, 'end': 6}, {'entity': 'I-PER', 'score': 0.95521444, 'index': 2, 'word': '##o', 'start': 6, 'end': 7}, {'entity': 'I-PER', 'score': 0.99937975, 'index': 3, 'word': 'A', 'start': 8, 'end': 9}, {'entity': 'I-PER', 'score': 0.99706465, 'index': 4, 'word': '##ares', 'start': 9, 'end': 13}, {'entity': 'I-PER', 'score': 0.99543273, 'index': 5, 'word': '##tr', 'start': 13, 'end': 15}, {'entity': 'I-PER', 'score': 0.93980485, 'index': 6, 'word': '##up', 'start': 15, 'end': 17}], 'Marcelo Aarestrup Arbex']",[],Marcelo Aarestrup,False,,Marcelo,,Aarestrup,,,Male,0,Marcelo Aarestrup,0.1971379,0.5493575,0.022486502,0.23101822,hispanic,0
139,141,141,University of Windsor,Economics,Steven Chen,Assistant Professor,PhD,George Washington,2022.0,0.0,,0.0,4.0,2022.0,,,1.0,1.0,,,,,,,156.0,George Washington University,90.0,156.0,closest_use_2024,"['Steven Chen', [{'entity': 'B-PER', 'score': 0.99886835, 'index': 1, 'word': 'Steven', 'start': 0, 'end': 6}, {'entity': 'I-PER', 'score': 0.9986992, 'index': 2, 'word': 'Chen', 'start': 7, 'end': 11}], 'Steven Chen']","[['Steven Chen', 'PERSON']]",Steven Chen,True,,Steven,,Chen,,,Male,0,Steven Chen,0.025316196,0.010947846,0.093115166,0.8706208,nh_white,1
140,142,142,University of Windsor,Economics,Tarek Jouini,Associate Professor,,,,,,,,,,,,,,,,,,,,,,,,"['Tarek Jouini', [{'entity': 'B-PER', 'score': 0.9980692, 'index': 1, 'word': 'Ta', 'start': 0, 'end': 2}, {'entity': 'I-PER', 'score': 0.85951, 'index': 2, 'word': '##rek', 'start': 2, 'end': 5}, {'entity': 'I-PER', 'score': 0.9994134, 'index': 3, 'word': 'Jo', 'start': 6, 'end': 8}, {'entity': 'I-PER', 'score': 0.9981231, 'index': 4, 'word': '##uin', 'start': 8, 'end': 11}, {'entity': 'I-PER', 'score': 0.9371558, 'index': 5, 'word': '##i', 'start': 11, 'end': 12}], 'Tarek Jouini']","[['Tarek Jouini', 'PERSON']]",Tarek Jouini,True,,Tarek,,Jouini,,,Male,0,Tarek Jouini,0.0051904637,0.015675683,0.0077660377,0.9713678,nh_white,1
141,143,143,University of Windsor,Economics,Dingding Li,"Associate Professor, Director, MA Programs",,,,,,,,,,,,,,,,,,,,,,,,"['Dingding Li', [{'entity': 'B-PER', 'score': 0.9873152, 'index': 1, 'word': 'Din', 'start': 0, 'end': 3}, {'entity': 'I-PER', 'score': 0.24764559, 'index': 2, 'word': '##g', 'start': 3, 'end': 4}, {'entity': 'I-PER', 'score': 0.46803388, 'index': 3, 'word': '##ding', 'start': 4, 'end': 8}, {'entity': 'I-PER', 'score': 0.97870356, 'index': 4, 'word': 'Li', 'start': 9, 'end': 11}], 'Dingding Li']",[],Dingding Li,True,,Dingding,,Li,,,Female,1,Dingding Li,0.5084975,0.024903372,0.09022411,0.37637505,asian,0
142,144,144,University of Windsor,Economics,Jay Rhee,"Professor, Undergraduate Advisor",,,,,,,,,,,,,,,,,,,,,,,,"['Jay Rhee', [{'entity': 'B-PER', 'score': 0.9986193, 'index': 1, 'word': 'Jay', 'start': 0, 'end': 3}, {'entity': 'I-PER', 'score': 0.9990023, 'index': 2, 'word': 'R', 'start': 4, 'end': 5}, {'entity': 'I-PER', 'score': 0.98997694, 'index': 3, 'word': '##hee', 'start': 5, 'end': 8}], 'Jay Rhee']","[['Jay Rhee', 'PERSON']]",Jay Rhee,True,,Jay,,Rhee,,,Male,0,Jay Rhee,0.22707766,0.019697724,0.15323415,0.5999904,nh_white,1
143,145,145,University of Windsor,Economics,Nurlan Turdaliev,"Professor, Director, MAEP Program",PhD,Minnesota,2001.0,0.0,3.0,18.0,6.0,2020.0,,,1.0,3.0,5.0,,,28.0,University of Minnesota,90.0,107.0,University of Minnesota,90.0,28.0,closest_use_2005,"['Nurlan Turdaliev', [{'entity': 'B-PER', 'score': 0.9977652, 'index': 1, 'word': 'N', 'start': 0, 'end': 1}, {'entity': 'I-PER', 'score': 0.76132417, 'index': 2, 'word': '##ur', 'start': 1, 'end': 3}, {'entity': 'I-PER', 'score': 0.9078871, 'index': 3, 'word': '##lan', 'start': 3, 'end': 6}, {'entity': 'I-PER', 'score': 0.9991399, 'index': 4, 'word': 'Tu', 'start': 7, 'end': 9}, {'entity': 'I-PER', 'score': 0.9380454, 'index': 5, 'word': '##rda', 'start': 9, 'end': 12}, {'entity': 'I-PER', 'score': 0.80813354, 'index': 6, 'word': '##lie', 'start': 12, 'end': 15}, {'entity': 'I-PER', 'score': 0.662717, 'index': 7, 'word': '##v', 'start': 15, 'end': 16}], 'Nurlan Turdaliev']","[['Nurlan Turdaliev', 'PERSON']]",Nurlan Turdaliev,True,,Nurlan,,Turdaliev,,,Male,0,Nurlan Turdaliev,0.025347264,0.021967206,0.15513141,0.7975542,nh_white,1
144,146,146,University of Windsor,Economics,Christian Trudeau,Professor,PhD,Universite de Montreal,2009.0,2.0,0.0,25.0,6.0,2023.0,,,2.0,8.0,,,,,,,347.0,Universite de Montreal,100.0,347.0,closest_use_2024,"['Christian Trudeau', [{'entity': 'B-PER', 'score': 0.9982633, 'index': 1, 'word': 'Christian', 'start': 0, 'end': 9}, {'entity': 'I-PER', 'score': 0.9972465, 'index': 2, 'word': 'T', 'start': 10, 'end': 11}, {'entity': 'I-PER', 'score': 0.9705095, 'index': 3, 'word': '##rud', 'start': 11, 'end': 14}, {'entity': 'I-PER', 'score': 0.9214751, 'index': 4, 'word': '##eau', 'start': 14, 'end': 17}], 'Christian Trudeau']","[['Christian Trudeau', 'PERSON']]",Christian Trudeau,True,,Christian,,Trudeau,,,Male,0,Christian Trudeau,0.0015001474,0.019432912,0.69645447,0.28261244,nh_black,0
145,147,147,University of Windsor,Economics,Yuntong Wang,Professor,,,,,,,,,,,,,,,,,,,,,,,,"['Yuntong Wang', [{'entity': 'B-PER', 'score': 0.9893428, 'index': 1, 'word': 'Yun', 'start': 0, 'end': 3}, {'entity': 'I-PER', 'score': 0.6592259, 'index': 2, 'word': '##ton', 'start': 3, 'end': 6}, {'entity': 'I-PER', 'score': 0.473613, 'index': 3, 'word': '##g', 'start': 6, 'end': 7}, {'entity': 'I-PER', 'score': 0.9906934, 'index': 4, 'word': 'Wang', 'start': 8, 'end': 12}], 'Yuntong Wang']","[['Yuntong Wang', 'PERSON']]",Yuntong Wang,True,,Yuntong,,Wang,,,Male,0,Yuntong Wang,0.9688028,0.003987966,0.0048884186,0.022320703,asian,0
146,148,148,University of Windsor,Economics,Yahong Zhang,Assistant Professor,PhD,University of Western Ontario,2007.0,0.0,4.0,11.0,13.0,2023.0,,,2.0,4.0,,,,89.0,University of Western Ontario,100.0,99.0,University of Western Ontario,100.0,89.0,closest_use_2005,"['Yahong Zhang', [{'entity': 'B-PER', 'score': 0.99333245, 'index': 1, 'word': 'Ya', 'start': 0, 'end': 2}, {'entity': 'I-PER', 'score': 0.34461626, 'index': 2, 'word': '##hong', 'start': 2, 'end': 6}, {'entity': 'I-PER', 'score': 0.9637836, 'index': 3, 'word': 'Zhang', 'start': 7, 'end': 12}], 'Yahong Zhang']","[['Yahong Zhang', 'PERSON']]",Yahong Zhang,True,,Yahong,,Zhang,,,Female,1,Yahong Zhang,0.9621518,0.0033628147,0.010882678,0.023602638,asian,0
