dpdp_id_1,dpdp_id_2,University,AcademicUnit,NameRaw,AcademicRank,HD,HDSchool,HDYear,NoPPubGrad,FirstPPubYearRel,TotalPPub,TotalYearPhD,TotalPPubYearEnd,YearAvgPPubStartGrad,YearAvgPPubEndPhD,TotalWorkingPaper,TotalWorkInProgress,TotalOtherPub,TotalBook,Notes,Rank_HDSchool_2005,Rank_HDSchool_Cand_2005,Rank_HDSchool_Score_2005,Rank_HDSchool_2024,Rank_HDSchool_Cand_2024,Rank_HDSchool_Score_2024,RepecRank,RankSource,NameBertNer,NameSpacyNer,FacNameCleanNER,NerNameBool,title_parsed,first_parsed,middle_parsed,last_parsed,suffix_parsed,nickname_parsed
139,139,University of Windsor,Economics,Sang-Chul Suh,"Professor, Department Head",,,,,,,,,,,,,,,,,,,,,,,,"['Sang-Chul Suh', [{'entity': 'B-PER', 'score': 0.98956037, 'index': 1, 'word': 'Sang', 'start': 0, 'end': 4}, {'entity': 'I-PER', 'score': 0.74521273, 'index': 3, 'word': 'Chu', 'start': 5, 'end': 8}, {'entity': 'I-PER', 'score': 0.8649167, 'index': 4, 'word': '##l', 'start': 8, 'end': 9}, {'entity': 'I-PER', 'score': 0.9897428, 'index': 5, 'word': 'Su', 'start': 10, 'end': 12}, {'entity': 'I-PER', 'score': 0.41157782, 'index': 6, 'word': '##h', 'start': 12, 'end': 13}], 'Sang-Chul Suh']",[],Sang-Chul Suh,TRUE,,Sang-Chul,,Suh,,
140,140,University of Windsor,Economics,Marcelo Aarestrup Arbex,Professor,PhD,Illinois at Urbana-Champaign,2007,0,2,22,10,2024,,,4,2,5,,,105,Illinois at Urbana-Champaign,100,184,University of Illinois at Urbana-Champaign,90,105,closest_use_2005,"['Marcelo Aarestrup', [{'entity': 'B-PER', 'score': 0.9988158, 'index': 1, 'word': 'Marcel', 'start': 0, 'end': 6}, {'entity': 'I-PER', 'score': 0.95521444, 'index': 2, 'word': '##o', 'start': 6, 'end': 7}, {'entity': 'I-PER', 'score': 0.99937975, 'index': 3, 'word': 'A', 'start': 8, 'end': 9}, {'entity': 'I-PER', 'score': 0.99706465, 'index': 4, 'word': '##ares', 'start': 9, 'end': 13}, {'entity': 'I-PER', 'score': 0.99543273, 'index': 5, 'word': '##tr', 'start': 13, 'end': 15}, {'entity': 'I-PER', 'score': 0.93980485, 'index': 6, 'word': '##up', 'start': 15, 'end': 17}], 'Marcelo Aarestrup Arbex']",[],Marcelo Aarestrup,FALSE,,Marcelo,,Aarestrup,,
141,141,University of Windsor,Economics,Steven Chen,Assistant Professor,PhD,George Washington,2022,0,,0,4,2022,,,1,1,,,,,,,156,George Washington University,90,156,closest_use_2024,"['Steven Chen', [{'entity': 'B-PER', 'score': 0.99886835, 'index': 1, 'word': 'Steven', 'start': 0, 'end': 6}, {'entity': 'I-PER', 'score': 0.9986992, 'index': 2, 'word': 'Chen', 'start': 7, 'end': 11}], 'Steven Chen']","[['Steven Chen', 'PERSON']]",Steven Chen,TRUE,,Steven,,Chen,,
142,142,University of Windsor,Economics,Tarek Jouini,Associate Professor,,,,,,,,,,,,,,,,,,,,,,,,"['Tarek Jouini', [{'entity': 'B-PER', 'score': 0.9980692, 'index': 1, 'word': 'Ta', 'start': 0, 'end': 2}, {'entity': 'I-PER', 'score': 0.85951, 'index': 2, 'word': '##rek', 'start': 2, 'end': 5}, {'entity': 'I-PER', 'score': 0.9994134, 'index': 3, 'word': 'Jo', 'start': 6, 'end': 8}, {'entity': 'I-PER', 'score': 0.9981231, 'index': 4, 'word': '##uin', 'start': 8, 'end': 11}, {'entity': 'I-PER', 'score': 0.9371558, 'index': 5, 'word': '##i', 'start': 11, 'end': 12}], 'Tarek Jouini']","[['Tarek Jouini', 'PERSON']]",Tarek Jouini,TRUE,,Tarek,,Jouini,,
143,143,University of Windsor,Economics,Dingding Li,"Associate Professor, Director, MA Programs",,,,,,,,,,,,,,,,,,,,,,,,"['Dingding Li', [{'entity': 'B-PER', 'score': 0.9873152, 'index': 1, 'word': 'Din', 'start': 0, 'end': 3}, {'entity': 'I-PER', 'score': 0.24764559, 'index': 2, 'word': '##g', 'start': 3, 'end': 4}, {'entity': 'I-PER', 'score': 0.46803388, 'index': 3, 'word': '##ding', 'start': 4, 'end': 8}, {'entity': 'I-PER', 'score': 0.97870356, 'index': 4, 'word': 'Li', 'start': 9, 'end': 11}], 'Dingding Li']",[],Dingding Li,TRUE,,Dingding,,Li,,
144,144,University of Windsor,Economics,Jay Rhee,"Professor, Undergraduate Advisor",,,,,,,,,,,,,,,,,,,,,,,,"['Jay Rhee', [{'entity': 'B-PER', 'score': 0.9986193, 'index': 1, 'word': 'Jay', 'start': 0, 'end': 3}, {'entity': 'I-PER', 'score': 0.9990023, 'index': 2, 'word': 'R', 'start': 4, 'end': 5}, {'entity': 'I-PER', 'score': 0.98997694, 'index': 3, 'word': '##hee', 'start': 5, 'end': 8}], 'Jay Rhee']","[['Jay Rhee', 'PERSON']]",Jay Rhee,TRUE,,Jay,,Rhee,,
145,145,University of Windsor,Economics,Nurlan Turdaliev,"Professor, Director, MAEP Program",PhD,Minnesota,2001,0,3,18,6,2020,,,1,3,5,,,28,University of Minnesota,90,107,University of Minnesota,90,28,closest_use_2005,"['Nurlan Turdaliev', [{'entity': 'B-PER', 'score': 0.9977652, 'index': 1, 'word': 'N', 'start': 0, 'end': 1}, {'entity': 'I-PER', 'score': 0.76132417, 'index': 2, 'word': '##ur', 'start': 1, 'end': 3}, {'entity': 'I-PER', 'score': 0.9078871, 'index': 3, 'word': '##lan', 'start': 3, 'end': 6}, {'entity': 'I-PER', 'score': 0.9991399, 'index': 4, 'word': 'Tu', 'start': 7, 'end': 9}, {'entity': 'I-PER', 'score': 0.9380454, 'index': 5, 'word': '##rda', 'start': 9, 'end': 12}, {'entity': 'I-PER', 'score': 0.80813354, 'index': 6, 'word': '##lie', 'start': 12, 'end': 15}, {'entity': 'I-PER', 'score': 0.662717, 'index': 7, 'word': '##v', 'start': 15, 'end': 16}], 'Nurlan Turdaliev']","[['Nurlan Turdaliev', 'PERSON']]",Nurlan Turdaliev,TRUE,,Nurlan,,Turdaliev,,
146,146,University of Windsor,Economics,Christian Trudeau,Professor,PhD,Universite de Montreal,2009,2,0,25,6,2023,,,2,8,,,,,,,347,Universite de Montreal,100,347,closest_use_2024,"['Christian Trudeau', [{'entity': 'B-PER', 'score': 0.9982633, 'index': 1, 'word': 'Christian', 'start': 0, 'end': 9}, {'entity': 'I-PER', 'score': 0.9972465, 'index': 2, 'word': 'T', 'start': 10, 'end': 11}, {'entity': 'I-PER', 'score': 0.9705095, 'index': 3, 'word': '##rud', 'start': 11, 'end': 14}, {'entity': 'I-PER', 'score': 0.9214751, 'index': 4, 'word': '##eau', 'start': 14, 'end': 17}], 'Christian Trudeau']","[['Christian Trudeau', 'PERSON']]",Christian Trudeau,TRUE,,Christian,,Trudeau,,
147,147,University of Windsor,Economics,Yuntong Wang,Professor,,,,,,,,,,,,,,,,,,,,,,,,"['Yuntong Wang', [{'entity': 'B-PER', 'score': 0.9893428, 'index': 1, 'word': 'Yun', 'start': 0, 'end': 3}, {'entity': 'I-PER', 'score': 0.6592259, 'index': 2, 'word': '##ton', 'start': 3, 'end': 6}, {'entity': 'I-PER', 'score': 0.473613, 'index': 3, 'word': '##g', 'start': 6, 'end': 7}, {'entity': 'I-PER', 'score': 0.9906934, 'index': 4, 'word': 'Wang', 'start': 8, 'end': 12}], 'Yuntong Wang']","[['Yuntong Wang', 'PERSON']]",Yuntong Wang,TRUE,,Yuntong,,Wang,,
148,148,University of Windsor,Economics,Yahong Zhang,Assistant Professor,PhD,University of Western Ontario,2007,0,4,11,13,2023,,,2,4,,,,89,University of Western Ontario,100,99,University of Western Ontario,100,89,closest_use_2005,"['Yahong Zhang', [{'entity': 'B-PER', 'score': 0.99333245, 'index': 1, 'word': 'Ya', 'start': 0, 'end': 2}, {'entity': 'I-PER', 'score': 0.34461626, 'index': 2, 'word': '##hong', 'start': 2, 'end': 6}, {'entity': 'I-PER', 'score': 0.9637836, 'index': 3, 'word': 'Zhang', 'start': 7, 'end': 12}], 'Yahong Zhang']","[['Yahong Zhang', 'PERSON']]",Yahong Zhang,TRUE,,Yahong,,Zhang,,
149,149,University of Calgary,Economics,Robert Oxoby,Professor,PhD,University of California at Davis,2000,,,,,,,,,,,,,10,University of California,95,62,University of California-Davis,95,10,closest_use_2005,"['Robert Oxoby', [{'entity': 'B-PER', 'score': 0.99925894, 'index': 1, 'word': 'Robert', 'start': 0, 'end': 6}, {'entity': 'I-PER', 'score': 0.99920964, 'index': 2, 'word': 'O', 'start': 7, 'end': 8}, {'entity': 'I-PER', 'score': 0.994559, 'index': 3, 'word': '##x', 'start': 8, 'end': 9}, {'entity': 'I-PER', 'score': 0.96466345, 'index': 4, 'word': '##ob', 'start': 9, 'end': 11}, {'entity': 'I-PER', 'score': 0.9573983, 'index': 5, 'word': '##y', 'start': 11, 'end': 12}], 'Robert Oxoby']","[['Robert Oxoby', 'PERSON']]",Robert Oxoby,TRUE,,Robert,,Oxoby,,
150,150,University of Calgary,Economics,Eugene Beaulieu,Professor,PhD,,,,,,,,,,,,,,,,,,,,,,,"['Eugene Beaulieu', [{'entity': 'B-PER', 'score': 0.9994056, 'index': 1, 'word': 'Eugene', 'start': 0, 'end': 6}, {'entity': 'I-PER', 'score': 0.99950814, 'index': 2, 'word': 'Beau', 'start': 7, 'end': 11}, {'entity': 'I-PER', 'score': 0.9948866, 'index': 3, 'word': '##lie', 'start': 11, 'end': 14}, {'entity': 'I-PER', 'score': 0.98251754, 'index': 4, 'word': '##u', 'start': 14, 'end': 15}], 'Eugene Beaulieu']","[['Eugene Beaulieu', 'PERSON']]",Eugene Beaulieu,TRUE,,Eugene,,Beaulieu,,
151,151,University of Calgary,Economics,Jeffrey Robert Church,Professor,PhD,"University of California, Berkeley",1989,0,3,13,3,2023,,,,,,,,10,University of California,95,8,University of California-Berkeley,99,10,closest_use_2005,"['Jeffrey Robert Church', [{'entity': 'B-PER', 'score': 0.9975165, 'index': 1, 'word': 'Jeffrey', 'start': 0, 'end': 7}, {'entity': 'I-PER', 'score': 0.99617696, 'index': 2, 'word': 'Robert', 'start': 8, 'end': 14}, {'entity': 'I-PER', 'score': 0.99824095, 'index': 3, 'word': 'Church', 'start': 15, 'end': 21}], 'Jeffrey Robert Church']","[['Jeffrey Robert Church', 'PERSON']]",Jeffrey Robert Church,TRUE,,Jeffrey,Robert,Church,,
152,152,University of Calgary,Economics,Aidan Hollis,Professor,PhD,University of Toronto ,1996,0,2,76,6,,,,,,,,,52,University of Toronto,100,58,University of Toronto,100,52,closest_use_2005,"['Aidan Hollis', [{'entity': 'B-PER', 'score': 0.99858606, 'index': 1, 'word': 'Aidan', 'start': 0, 'end': 5}, {'entity': 'I-PER', 'score': 0.9995772, 'index': 2, 'word': 'Ho', 'start': 6, 'end': 8}, {'entity': 'I-PER', 'score': 0.9989046, 'index': 3, 'word': '##llis', 'start': 8, 'end': 12}], 'Aidan Hollis']","[['Aidan Hollis', 'PERSON']]",Aidan Hollis,TRUE,,Aidan,,Hollis,,
153,153,University of Calgary,Economics,Ronald D. Kneebone,Professor,PhD,McMaster University,1988,,,,,,,,,,,,,,,,231,McMaster University,100,231,closest_use_2024,"['Ronald D. Kneebone', [{'entity': 'B-PER', 'score': 0.9974426, 'index': 1, 'word': 'Ronald', 'start': 0, 'end': 6}, {'entity': 'I-PER', 'score': 0.9963709, 'index': 2, 'word': 'D', 'start': 7, 'end': 8}, {'entity': 'I-PER', 'score': 0.6546011, 'index': 3, 'word': '.', 'start': 8, 'end': 9}, {'entity': 'I-PER', 'score': 0.9993437, 'index': 4, 'word': 'K', 'start': 10, 'end': 11}, {'entity': 'I-PER', 'score': 0.99651295, 'index': 5, 'word': '##nee', 'start': 11, 'end': 14}, {'entity': 'I-PER', 'score': 0.9859081, 'index': 6, 'word': '##bone', 'start': 14, 'end': 18}], 'Ronald D. Kneebone']","[['Ronald D. Kneebone', 'PERSON']]",Ronald D. Kneebone,TRUE,,Ronald,D.,Kneebone,,
154,154,University of Calgary,Economics,Mingshan Lu,Professor,PhD,Boston University,1997,0,2,49,,2023,,,,,,,,27,Boston University,100,28,Boston University,100,27,closest_use_2005,"['Mingshan Lu', [{'entity': 'B-PER', 'score': 0.922754, 'index': 1, 'word': 'Ming', 'start': 0, 'end': 4}, {'entity': 'I-PER', 'score': 0.34680215, 'index': 2, 'word': '##shan', 'start': 4, 'end': 8}, {'entity': 'I-PER', 'score': 0.8664601, 'index': 3, 'word': 'Lu', 'start': 9, 'end': 11}], 'Mingshan Lu']","[['Mingshan Lu', 'PERSON']]",Mingshan Lu,TRUE,,Mingshan,,Lu,,
155,155,University of Calgary,Economics,Arvind Magesan,Professor,PhD,University of Toronto ,2011,1,-1,9,,2022,,,,,,,,52,University of Toronto,100,58,University of Toronto,100,52,closest_use_2005,"['Arvind Magesan', [{'entity': 'B-PER', 'score': 0.9974375, 'index': 1, 'word': 'A', 'start': 0, 'end': 1}, {'entity': 'I-PER', 'score': 0.9401888, 'index': 2, 'word': '##rvin', 'start': 1, 'end': 5}, {'entity': 'I-PER', 'score': 0.97139794, 'index': 3, 'word': '##d', 'start': 5, 'end': 6}, {'entity': 'I-PER', 'score': 0.9994759, 'index': 4, 'word': 'Ma', 'start': 7, 'end': 9}, {'entity': 'I-PER', 'score': 0.9922827, 'index': 5, 'word': '##ges', 'start': 9, 'end': 12}, {'entity': 'I-PER', 'score': 0.9647464, 'index': 6, 'word': '##an', 'start': 12, 'end': 14}], 'Arvind Magesan']","[['Arvind Magesan', 'PERSON']]",Arvind Magesan,TRUE,,Arvind,,Magesan,,
156,156,University of Calgary,Economics,Kenneth James McKenzie,Professor,PhD,Queen’s University,1990,,,,,2022,,,,,,,,,,,98,Queen's University,100,98,closest_use_2024,"['Kenneth James McKenzie', [{'entity': 'B-PER', 'score': 0.9957241, 'index': 1, 'word': 'Kenneth', 'start': 0, 'end': 7}, {'entity': 'I-PER', 'score': 0.9940601, 'index': 2, 'word': 'James', 'start': 8, 'end': 13}, {'entity': 'I-PER', 'score': 0.99846786, 'index': 3, 'word': 'McKenzie', 'start': 14, 'end': 22}], 'Kenneth James McKenzie']","[['Kenneth James McKenzie', 'PERSON']]",Kenneth James McKenzie,TRUE,,Kenneth,James,McKenzie,,
157,157,University of Calgary,Economics,Apostolos Serletis,Professor,PhD,McMaster University,1984,0,18,11,,,,,,,,,,,,,231,McMaster University,100,231,closest_use_2024,"['Apostolos Serletis', [{'entity': 'B-PER', 'score': 0.99644464, 'index': 1, 'word': 'A', 'start': 0, 'end': 1}, {'entity': 'I-PER', 'score': 0.77634513, 'index': 2, 'word': '##post', 'start': 1, 'end': 5}, {'entity': 'I-PER', 'score': 0.91304475, 'index': 3, 'word': '##olo', 'start': 5, 'end': 8}, {'entity': 'I-PER', 'score': 0.9565414, 'index': 4, 'word': '##s', 'start': 8, 'end': 9}, {'entity': 'I-PER', 'score': 0.9993255, 'index': 5, 'word': 'Ser', 'start': 10, 'end': 13}, {'entity': 'I-PER', 'score': 0.9974734, 'index': 6, 'word': '##let', 'start': 13, 'end': 16}, {'entity': 'I-PER', 'score': 0.96282333, 'index': 7, 'word': '##is', 'start': 16, 'end': 18}], 'Apostolos Serletis']","[['Apostolos Serletis', 'PERSON']]",Apostolos Serletis,TRUE,,Apostolos,,Serletis,,
158,158,University of Calgary,Economics,M. Scott Taylor,Professor,PhD,Queen’s University,1991,0,1,33,,,,,,,,,,,,,98,Queen's University,100,98,closest_use_2024,"['M. Scott Taylor', [{'entity': 'B-PER', 'score': 0.9872028, 'index': 1, 'word': 'M', 'start': 0, 'end': 1}, {'entity': 'I-PER', 'score': 0.39404395, 'index': 2, 'word': '.', 'start': 1, 'end': 2}, {'entity': 'I-PER', 'score': 0.9839438, 'index': 3, 'word': 'Scott', 'start': 3, 'end': 8}, {'entity': 'I-PER', 'score': 0.9960912, 'index': 4, 'word': 'Taylor', 'start': 9, 'end': 15}], 'M. Scott Taylor']","[['M. Scott Taylor', 'PERSON']]",M. Scott Taylor,TRUE,,Scott,M. ,Taylor,,
159,159,University of Calgary,Economics,Trevor Tombe,Professor,PhD,University of Toronto ,2011,1,0,16,5,,,,,,,,,52,University of Toronto,100,58,University of Toronto,100,52,closest_use_2005,"['Trevor Tombe', [{'entity': 'B-PER', 'score': 0.9991916, 'index': 1, 'word': 'Trevor', 'start': 0, 'end': 6}, {'entity': 'I-PER', 'score': 0.9993254, 'index': 2, 'word': 'Tomb', 'start': 7, 'end': 11}, {'entity': 'I-PER', 'score': 0.9402653, 'index': 3, 'word': '##e', 'start': 11, 'end': 12}], 'Trevor Tombe']",[],Trevor Tombe,TRUE,,Trevor,,Tombe,,
160,160,University of Calgary,Economics,Benjamin Crost,Associate Professor,PhD,University of California,2011,3,-4,17,,2024,,,,,,,,10,University of California,100,8,University of California-Berkeley,95,10,closest_use_2005,"['Benjamin Crost', [{'entity': 'B-PER', 'score': 0.99858934, 'index': 1, 'word': 'Benjamin', 'start': 0, 'end': 8}, {'entity': 'I-PER', 'score': 0.99924797, 'index': 2, 'word': 'C', 'start': 9, 'end': 10}, {'entity': 'I-PER', 'score': 0.9510449, 'index': 3, 'word': '##ros', 'start': 10, 'end': 13}, {'entity': 'I-PER', 'score': 0.9948591, 'index': 4, 'word': '##t', 'start': 13, 'end': 14}], 'Benjamin Crost']","[['Benjamin Crost', 'PERSON']]",Benjamin Crost,TRUE,,Benjamin,,Crost,,
161,161,University of Calgary,Economics,Jean-William Laliberté,Associate Professor,PhD,University of Toronto,2018,1,0,10,6,2024,,,,,,,,52,University of Toronto,100,58,University of Toronto,100,58,closest_use_2024,"['Jean-William Laliberté', [{'entity': 'B-PER', 'score': 0.9953565, 'index': 1, 'word': 'Jean', 'start': 0, 'end': 4}, {'entity': 'I-PER', 'score': 0.9260372, 'index': 2, 'word': '-', 'start': 4, 'end': 5}, {'entity': 'I-PER', 'score': 0.9749186, 'index': 3, 'word': 'William', 'start': 5, 'end': 12}, {'entity': 'I-PER', 'score': 0.99926275, 'index': 4, 'word': 'Lal', 'start': 13, 'end': 16}, {'entity': 'I-PER', 'score': 0.99155396, 'index': 5, 'word': '##iber', 'start': 16, 'end': 20}, {'entity': 'I-PER', 'score': 0.99660826, 'index': 6, 'word': '##té', 'start': 20, 'end': 22}], 'Jean-William Laliberté']","[['Jean-William Laliberté', 'PERSON']]",Jean-William Laliberté,TRUE,,Jean-William,,Laliberté,,
162,162,University of Calgary,Economics,Lucija Muehlenbachs,Associate Professor,PhD,University of Maryland,2009,1,-3,16,5,,,,,,,,,55,University of Maryland,100,72,University of Maryland,100,55,closest_use_2005,"['Lucija Muehlenbachs', [{'entity': 'B-PER', 'score': 0.99762374, 'index': 1, 'word': 'Luc', 'start': 0, 'end': 3}, {'entity': 'I-PER', 'score': 0.8843135, 'index': 2, 'word': '##ija', 'start': 3, 'end': 6}, {'entity': 'I-PER', 'score': 0.99922717, 'index': 3, 'word': 'Mu', 'start': 7, 'end': 9}, {'entity': 'I-PER', 'score': 0.98169243, 'index': 4, 'word': '##eh', 'start': 9, 'end': 11}, {'entity': 'I-PER', 'score': 0.98572415, 'index': 5, 'word': '##len', 'start': 11, 'end': 14}, {'entity': 'I-PER', 'score': 0.98425287, 'index': 6, 'word': '##bach', 'start': 14, 'end': 18}, {'entity': 'I-PER', 'score': 0.5036336, 'index': 7, 'word': '##s', 'start': 18, 'end': 19}], 'Lucija Muehlenbachs']",[],Lucija Muehlenbachs,TRUE,,Lucija,,Muehlenbachs,,
163,163,University of Calgary,Economics,Erica Myers,Associate Professor,PhD,University of California,2014,6,-4,15,,,,,,,,,,10,University of California,100,8,University of California-Berkeley,95,10,closest_use_2005,"['Erica Myers', [{'entity': 'B-PER', 'score': 0.99849105, 'index': 1, 'word': 'Erica', 'start': 0, 'end': 5}, {'entity': 'I-PER', 'score': 0.99927396, 'index': 2, 'word': 'Myers', 'start': 6, 'end': 11}], 'Erica Myers']","[['Erica Myers', 'PERSON']]",Erica Myers,TRUE,,Erica,,Myers,,
164,164,University of Calgary,Economics,Blake Shaffer,Associate Professor,PhD,University of Calgary,2018,,,4,4,,,,,,,,,,,,246,University of Calgary,100,246,closest_use_2024,"['Blake Shaffer', [{'entity': 'B-PER', 'score': 0.99859875, 'index': 1, 'word': 'Blake', 'start': 0, 'end': 5}, {'entity': 'I-PER', 'score': 0.9992305, 'index': 2, 'word': 'S', 'start': 6, 'end': 7}, {'entity': 'I-PER', 'score': 0.94831073, 'index': 3, 'word': '##ha', 'start': 7, 'end': 9}, {'entity': 'I-PER', 'score': 0.53435606, 'index': 4, 'word': '##ffer', 'start': 9, 'end': 13}], 'Blake Shaffer']","[['Blake Shaffer', 'PERSON']]",Blake Shaffer,TRUE,,Blake,,Shaffer,,
165,165,University of Calgary,Economics,Stefan Staubli,Associate Professor,PhD,University of St. Gallen,2009,0,2,13,4,2023,,,,,,,,,,,227,UniversitÃ¤t St. Gallen,89,227,closest_use_2024,"['Stefan Staubli', [{'entity': 'B-PER', 'score': 0.999188, 'index': 1, 'word': 'Stefan', 'start': 0, 'end': 6}, {'entity': 'I-PER', 'score': 0.99942267, 'index': 2, 'word': 'St', 'start': 7, 'end': 9}, {'entity': 'I-PER', 'score': 0.97229916, 'index': 3, 'word': '##au', 'start': 9, 'end': 11}, {'entity': 'I-PER', 'score': 0.875066, 'index': 4, 'word': '##b', 'start': 11, 'end': 12}, {'entity': 'I-PER', 'score': 0.84386766, 'index': 5, 'word': '##li', 'start': 12, 'end': 14}], 'Stefan Staubli']","[['Stefan Staubli', 'PERSON']]",Stefan Staubli,TRUE,,Stefan,,Staubli,,
166,166,University of Calgary,Economics,Lindsay Tedds,Associate Professor,PhD,McMaster University.,2006,3,-8,19,,2023,,,,,,,,,,,231,McMaster University,100,231,closest_use_2024,"['Lindsay Tedds', [{'entity': 'B-PER', 'score': 0.99875903, 'index': 1, 'word': 'Lindsay', 'start': 0, 'end': 7}, {'entity': 'I-PER', 'score': 0.9985006, 'index': 2, 'word': 'Ted', 'start': 8, 'end': 11}, {'entity': 'I-PER', 'score': 0.9938643, 'index': 3, 'word': '##ds', 'start': 11, 'end': 13}], 'Lindsay Tedds']",[],Lindsay Tedds,TRUE,,Lindsay,,Tedds,,
167,167,University of Calgary,Economics,Kunio Tsuyuhara,Associate Professor,PhD,University of Toronto,2011,,,,,,,,,,,,,52,University of Toronto,100,58,University of Toronto,100,52,closest_use_2005,"['Kunio Tsuyuhara', [{'entity': 'B-PER', 'score': 0.9977775, 'index': 1, 'word': 'Ku', 'start': 0, 'end': 2}, {'entity': 'I-PER', 'score': 0.88472253, 'index': 2, 'word': '##nio', 'start': 2, 'end': 5}, {'entity': 'I-PER', 'score': 0.99895597, 'index': 3, 'word': 'T', 'start': 6, 'end': 7}, {'entity': 'I-PER', 'score': 0.9834837, 'index': 4, 'word': '##su', 'start': 7, 'end': 9}, {'entity': 'I-PER', 'score': 0.9709245, 'index': 5, 'word': '##yu', 'start': 9, 'end': 11}, {'entity': 'I-PER', 'score': 0.919709, 'index': 6, 'word': '##hara', 'start': 11, 'end': 15}], 'Kunio Tsuyuhara']","[['Kunio Tsuyuhara', 'PERSON']]",Kunio Tsuyuhara,TRUE,,Kunio,,Tsuyuhara,,
168,168,University of Calgary,Economics,Alexander Whalley,Associate Professor,PhD,University of Maryland,2006,0,5,9,5,,,,,,,,,55,University of Maryland,100,72,University of Maryland,100,55,closest_use_2005,"['Alexander Whalley', [{'entity': 'B-PER', 'score': 0.9988814, 'index': 1, 'word': 'Alexander', 'start': 0, 'end': 9}, {'entity': 'I-PER', 'score': 0.9993038, 'index': 2, 'word': 'W', 'start': 10, 'end': 11}, {'entity': 'I-PER', 'score': 0.9927209, 'index': 3, 'word': '##hall', 'start': 11, 'end': 15}, {'entity': 'I-PER', 'score': 0.9727314, 'index': 4, 'word': '##ey', 'start': 15, 'end': 17}], 'Alexander Whalley']","[['Alexander Whalley', 'PERSON']]",Alexander Whalley,TRUE,,Alexander,,Whalley,,
169,169,University of Calgary,Economics,Jennifer Winter,Associate Professor,PhD,University of Calgary,2011,0,4,9,,2024,,,,,,,,,,,246,University of Calgary,100,246,closest_use_2024,"['Jennifer Winter', [{'entity': 'B-PER', 'score': 0.9991528, 'index': 1, 'word': 'Jennifer', 'start': 0, 'end': 8}, {'entity': 'I-PER', 'score': 0.9987656, 'index': 2, 'word': 'Winter', 'start': 9, 'end': 15}], 'Jennifer Winter']","[['Jennifer Winter', 'PERSON']]",Jennifer Winter,TRUE,,Jennifer,,Winter,,
170,170,University of Calgary,Economics,Yu (Sonja) Chen,Assistant Professor,PhD,University of Waterloo,2017,,,,,,,,,,,,,,,,,,,,,"['Yu (Sonja) Chen', [{'entity': 'B-PER', 'score': 0.99445564, 'index': 1, 'word': 'Yu', 'start': 0, 'end': 2}, {'entity': 'I-PER', 'score': 0.7948082, 'index': 2, 'word': '(', 'start': 3, 'end': 4}, {'entity': 'I-PER', 'score': 0.94255084, 'index': 3, 'word': 'Son', 'start': 4, 'end': 7}, {'entity': 'I-PER', 'score': 0.79804015, 'index': 4, 'word': '##ja', 'start': 7, 'end': 9}, {'entity': 'I-PER', 'score': 0.751572, 'index': 5, 'word': ')', 'start': 9, 'end': 10}, {'entity': 'I-PER', 'score': 0.9929997, 'index': 6, 'word': 'Chen', 'start': 11, 'end': 15}], 'Yu (Sonja) Chen']","[['Yu', 'PERSON'], ['Chen', 'PERSON']]",Yu (Sonja) Chen,TRUE,,Yu,,Chen,,Sonja
171,171,University of Calgary,Economics,Kent Fellows,Assistant Professor,,,,,,,,,,,,,,,,,,,,,,,,"['Kent Fellows', [{'entity': 'B-PER', 'score': 0.99476045, 'index': 1, 'word': 'Kent', 'start': 0, 'end': 4}, {'entity': 'I-PER', 'score': 0.9967565, 'index': 2, 'word': 'Fellows', 'start': 5, 'end': 12}], 'Kent Fellows']","[['Kent Fellows', 'PERSON']]",Kent Fellows,TRUE,,Kent,,Fellows,,
172,172,University of Calgary,Economics,Leonard Goff,Assistant Professor,PhD,Columbia University,2021,7,-13,8,,2023,,,,,,,,11,Columbia University,100,30,Columbia University,100,30,closest_use_2024,"['Leonard Goff', [{'entity': 'B-PER', 'score': 0.9987676, 'index': 1, 'word': 'Leonard', 'start': 0, 'end': 7}, {'entity': 'I-PER', 'score': 0.9993992, 'index': 2, 'word': 'Go', 'start': 8, 'end': 10}, {'entity': 'I-PER', 'score': 0.95603937, 'index': 3, 'word': '##ff', 'start': 10, 'end': 12}], 'Leonard Goff']","[['Leonard Goff', 'PERSON']]",Leonard Goff,TRUE,,Leonard,,Goff,,
173,173,University of Calgary,Economics,Terri Kneeland,Assistant Professor,,,,,,,,,,,,,,,,,,,,,,,,"['Terri Kneeland', [{'entity': 'B-PER', 'score': 0.9967257, 'index': 1, 'word': 'Te', 'start': 0, 'end': 2}, {'entity': 'B-PER', 'score': 0.5693117, 'index': 2, 'word': '##rri', 'start': 2, 'end': 5}, {'entity': 'I-PER', 'score': 0.99932337, 'index': 3, 'word': 'K', 'start': 6, 'end': 7}, {'entity': 'I-PER', 'score': 0.9913224, 'index': 4, 'word': '##nee', 'start': 7, 'end': 10}, {'entity': 'I-PER', 'score': 0.9239208, 'index': 5, 'word': '##land', 'start': 10, 'end': 14}], 'Terri Kneeland']","[['Terri Kneeland', 'PERSON']]",Terri Kneeland,TRUE,,Terri,,Kneeland,,
